0,2015,July,PRT,0.0,Summer
0,2015,July,PRT,0.0,Summer
0,2015,July,GBR,75.0,Summer
0,2015,July,GBR,75.0,Summer
0,2015,July,GBR,196.0,Summer
0,2015,July,GBR,196.0,Summer
0,2015,July,PRT,214.0,Summer
0,2015,July,PRT,206.0,Summer
1,2015,July,PRT,246.0,Summer
1,2015,July,PRT,316.5,Summer
1,2015,July,PRT,492.0,Summer
0,2015,July,PRT,580.0,Summer
0,2015,July,USA,388.0,Summer
0,2015,July,ESP,619.08,Summer
0,2015,July,PRT,378.84,Summer
0,2015,July,IRL,388.0,Summer
0,2015,July,PRT,390.0,Summer
0,2015,July,IRL,88.2,Summer
0,2015,July,FRA,107.42,Summer
0,2015,July,GBR,612.0,Summer
0,2015,July,GBR,486.45000000000005,Summer
0,2015,July,PRT,508.02,Summer
0,2015,July,PRT,508.02,Summer
0,2015,July,PRT,598.02,Summer
0,2015,July,GBR,664.65,Summer
0,2015,July,PRT,445.2,Summer
0,2015,July,IRL,556.5,Summer
1,2015,July,PRT,749.0,Summer
0,2015,July,PRT,658.0,Summer
0,2015,July,PRT,611.1,Summer
0,2015,July,,868.0,Summer
0,2015,July,GBR,957.9,Summer
1,2015,July,PRT,1083.0,Summer
0,2015,July,IRL,393.0,Summer
1,2015,July,PRT,435.2,Summer
1,2015,July,PRT,435.2,Summer
0,2015,July,ESP,392.0,Summer
0,2015,July,PRT,435.2,Summer
1,2015,July,PRT,435.2,Summer
0,2015,July,ROU,685.0,Summer
1,2015,July,PRT,589.05,Summer
0,2015,July,IRL,397.5,Summer
0,2015,July,ESP,615.0,Summer
0,2015,July,ROU,685.0,Summer
0,2015,July,PRT,774.9,Summer
1,2015,July,PRT,1071.0,Summer
0,2015,July,ESP,412.65000000000003,Summer
0,2015,July,NOR,580.16,Summer
0,2015,July,GBR,576.4499999999999,Summer
0,2015,July,IRL,835.4499999999999,Summer
0,2015,July,NOR,473.06,Summer
0,2015,July,IRL,616.11,Summer
0,2015,July,OMN,1549.8,Summer
0,2015,July,ESP,88.2,Summer
0,2015,July,ARG,147.0,Summer
0,2015,July,ESP,107.0,Summer
0,2015,July,PRT,147.0,Summer
0,2015,July,PRT,117.9,Summer
0,2015,July,PRT,123.0,Summer
0,2015,July,USA,196.0,Summer
0,2015,July,PRT,235.62,Summer
0,2015,July,IRL,270.0,Summer
0,2015,July,ESP,399.0,Summer
0,2015,July,IRL,176.85000000000002,Summer
1,2015,July,PRT,408.99,Summer
0,2015,July,USA,306.0,Summer
0,2015,July,ESP,221.0,Summer
0,2015,July,POL,194.0,Summer
1,2015,July,PRT,220.6,Summer
1,2015,July,PRT,164.0,Summer
1,2015,July,PRT,194.0,Summer
1,2015,July,PRT,147.6,Summer
0,2015,July,PRT,183.0,Summer
0,2015,July,ESP,229.0,Summer
1,2015,July,PRT,220.6,Summer
0,2015,July,ESP,272.70000000000005,Summer
1,2015,July,PRT,369.0,Summer
0,2015,July,PRT,488.0,Summer
0,2015,July,DEU,442.8,Summer
0,2015,July,PRT,686.88,Summer
0,2015,July,FRA,530.5500000000001,Summer
1,2015,July,PRT,556.8,Summer
0,2015,July,GBR,556.8,Summer
1,2015,July,PRT,1240.0,Summer
0,2015,July,GBR,1111.5,Summer
0,2015,July,GBR,1886.2199999999998,Summer
0,2015,July,GBR,1294.3,Summer
1,2015,July,PRT,2283.33,Summer
0,2015,July,GBR,73.8,Summer
0,2015,July,PRT,98.0,Summer
0,2015,July,ESP,131.0,Summer
0,2015,July,PRT,123.0,Summer
0,2015,July,USA,94.71,Summer
0,2015,July,BEL,123.0,Summer
1,2015,July,PRT,246.0,Summer
1,2015,July,PRT,147.6,Summer
1,2015,July,PRT,819.0,Summer
0,2015,July,ESP,1375.78,Summer
0,2015,July,PRT,695.1,Summer
0,2015,July,DEU,636.65,Summer
0,2015,July,ESP,278.01,Summer
0,2015,July,FRA,214.64999999999998,Summer
0,2015,July,FRA,578.9399999999999,Summer
0,2015,July,PRT,514.8,Summer
0,2015,July,PRT,674.1,Summer
1,2015,July,PRT,1141.0,Summer
1,2015,July,PRT,1204.0,Summer
1,2015,July,PRT,774.9,Summer
0,2015,July,PRT,412.65000000000003,Summer
0,2015,July,PRT,516.6,Summer
0,2015,July,CHE,679.0,Summer
0,2015,July,PRT,973.0,Summer
0,2015,July,GBR,470.67999999999995,Summer
0,2015,July,PRT,932.0,Summer
1,2015,July,PRT,770.4,Summer
0,2015,July,PRT,984.0,Summer
0,2015,July,GBR,715.5,Summer
0,2015,July,PRT,715.5,Summer
0,2015,July,PRT,1490.0,Summer
0,2015,July,PRT,163.0,Summer
0,2015,July,PRT,79.5,Summer
1,2015,July,PRT,105.0,Summer
1,2015,July,PRT,123.0,Summer
1,2015,July,PRT,73.8,Summer
1,2015,July,PRT,113.0,Summer
0,2015,July,PRT,0.0,Summer
0,2015,July,ESP,123.0,Summer
0,2015,July,FRA,147.6,Summer
0,2015,July,PRT,229.0,Summer
0,2015,July,FRA,147.6,Summer
0,2015,July,FRA,147.6,Summer
0,2015,July,ESP,88.2,Summer
1,2015,July,PRT,97.0,Summer
0,2015,July,ESP,85.1,Summer
0,2015,July,DEU,89.0,Summer
0,2015,July,PRT,80.1,Summer
0,2015,July,PRT,98.0,Summer
0,2015,July,DEU,101.0,Summer
1,2015,July,PRT,97.0,Summer
0,2015,July,PRT,167.0,Summer
0,2015,July,PRT,450.0,Summer
0,2015,July,FRA,194.0,Summer
0,2015,July,ESP,349.2,Summer
0,2015,July,CN,427.95000000000005,Summer
0,2015,July,ESP,615.0,Summer
0,2015,July,PRT,535.0,Summer
0,2015,July,ESP,978.0,Summer
0,2015,July,PRT,492.0,Summer
1,2015,July,PRT,978.0,Summer
1,2015,July,PRT,738.5,Summer
0,2015,July,PRT,1149.3999999999999,Summer
0,2015,July,IRL,681.0300000000001,Summer
1,2015,July,PRT,798.0,Summer
0,2015,July,ESP,688.8000000000001,Summer
0,2015,July,CHE,1575.0,Summer
0,2015,July,PRT,636.0,Summer
0,2015,July,PRT,1244.5,Summer
0,2015,July,GBR,1217.7,Summer
0,2015,July,GBR,1036.98,Summer
0,2015,July,GBR,1877.3999999999999,Summer
0,2015,July,PRT,835.0,Summer
0,2015,July,PRT,492.0,Summer
0,2015,July,USA,471.24,Summer
0,2015,July,CN,685.28,Summer
0,2015,July,CHE,840.0,Summer
0,2015,July,PRT,388.0,Summer
0,2015,July,USA,471.24,Summer
0,2015,July,PRT,0.0,Summer
0,2015,July,PRT,0.0,Summer
0,2015,July,PRT,131.0,Summer
0,2015,July,PRT,196.0,Summer
0,2015,July,USA,174.6,Summer
0,2015,July,GRC,291.0,Summer
1,2015,July,PRT,668.0,Summer
0,2015,July,PRT,366.0,Summer
0,2015,July,PRT,295.2,Summer
0,2015,July,PRT,615.0,Summer
0,2015,July,PRT,875.0,Summer
0,2015,July,ESP,706.8,Summer
0,2015,July,PRT,705.78,Summer
0,2015,July,PRT,1295.0,Summer
1,2015,July,PRT,497.0,Summer
0,2015,July,GBR,330.75,Summer
0,2015,July,PRT,1208.0,Summer
1,2015,July,PRT,873.0,Summer
0,2015,July,GBR,1206.0,Summer
0,2015,July,GBR,638.6,Summer
0,2015,July,PRT,1571.0,Summer
0,2015,July,GBR,913.7,Summer
0,2015,July,FRA,803.0,Summer
0,2015,July,ITA,1549.8,Summer
0,2015,July,GBR,1310.3999999999999,Summer
0,2015,July,PRT,584.5,Summer
1,2015,July,PRT,147.6,Summer
0,2015,July,ESP,246.0,Summer
0,2015,July,PRT,556.5,Summer
0,2015,July,PRT,0.0,Summer
0,2015,July,PRT,0.0,Summer
0,2015,July,GBR,109.8,Summer
0,2015,July,PRT,195.0,Summer
0,2015,July,GBR,109.8,Summer
0,2015,July,ESP,772.0,Summer
0,2015,July,PRT,388.0,Summer
0,2015,July,USA,600.0,Summer
0,2015,July,NLD,392.0,Summer
1,2015,July,PRT,457.5,Summer
1,2015,July,PRT,973.0,Summer
0,2015,July,IRL,556.5,Summer
1,2015,July,PRT,330.75,Summer
0,2015,July,IRL,1773.1000000000001,Summer
0,2015,July,GBR,321.0,Summer
0,2015,July,PRT,524.0,Summer
0,2015,July,ESP,524.0,Summer
1,2015,July,PRT,492.0,Summer
0,2015,July,ESP,584.0,Summer
0,2015,July,PRT,442.8,Summer
1,2015,July,PRT,295.2,Summer
0,2015,July,PRT,61.0,Summer
1,2015,July,PRT,104.72,Summer
1,2015,July,PRT,104.72,Summer
0,2015,July,CHE,209.44,Summer
1,2015,July,PRT,332.1,Summer
0,2015,July,PRT,467.76,Summer
1,2015,July,PRT,784.0,Summer
0,2015,July,GBR,749.0,Summer
0,2015,July,GBR,627.76,Summer
0,2015,July,PRT,1085.0,Summer
0,2015,July,IRL,896.0,Summer
0,2015,July,DNK,1170.8999999999999,Summer
0,2015,July,DNK,900.9,Summer
0,2015,July,PRT,123.0,Summer
0,2015,July,ARG,248.0,Summer
0,2015,July,PRT,292.0,Summer
1,2015,July,PRT,291.0,Summer
1,2015,July,PRT,369.0,Summer
1,2015,July,PRT,459.0,Summer
0,2015,July,PRT,246.0,Summer
1,2015,July,PRT,420.32,Summer
1,2015,July,PRT,261.68,Summer
0,2015,July,RUS,392.0,Summer
0,2015,July,SWE,377.29999999999995,Summer
0,2015,July,POL,327.5,Summer
0,2015,July,FRA,636.65,Summer
0,2015,July,GBR,655.1999999999999,Summer
0,2015,July,GBR,834.75,Summer
0,2015,July,GBR,943.1099999999999,Summer
0,2015,July,PRT,784.0,Summer
1,2015,July,PRT,945.04,Summer
0,2015,July,USA,131.0,Summer
0,2015,July,PRT,176.4,Summer
0,2015,July,PRT,147.6,Summer
0,2015,July,PRT,196.0,Summer
0,2015,July,PRT,221.0,Summer
0,2015,July,PRT,262.0,Summer
0,2015,July,PRT,370.0,Summer
0,2015,July,PRT,174.6,Summer
0,2015,July,PRT,147.6,Summer
0,2015,July,GBR,360.0,Summer
0,2015,July,AUS,294.0,Summer
0,2015,July,GBR,288.9,Summer
0,2015,July,PRT,788.0,Summer
0,2015,July,PRT,788.0,Summer
1,2015,July,PRT,615.0,Summer
0,2015,July,POL,410.0,Summer
0,2015,July,PRT,825.0,Summer
0,2015,July,EST,747.0,Summer
0,2015,July,PRT,747.88,Summer
0,2015,July,PRT,1127.0,Summer
0,2015,July,PRT,941.01,Summer
0,2015,July,PRT,1011.01,Summer
0,2015,July,RUS,1064.0,Summer
0,2015,July,GBR,878.7800000000001,Summer
0,2015,July,PRT,936.8100000000001,Summer
0,2015,July,PRT,1278.0,Summer
0,2015,July,IRL,1085.3999999999999,Summer
0,2015,July,PRT,1122.0,Summer
0,2015,July,GBR,1216.6,Summer
0,2015,July,DNK,1376.7,Summer
0,2015,July,GBR,666.89,Summer
0,2015,July,GBR,761.81,Summer
1,2015,July,PRT,769.8000000000001,Summer
0,2015,July,ESP,603.0,Summer
0,2015,July,PRT,544.02,Summer
1,2015,July,PRT,760.02,Summer
0,2015,July,PRT,866.4000000000001,Summer
0,2015,July,ESP,597.0,Summer
0,2015,July,PRT,975.8000000000001,Summer
1,2015,July,PRT,516.6,Summer
0,2015,July,GBR,359.88,Summer
0,2015,July,PRT,492.0,Summer
0,2015,July,CZE,492.0,Summer
0,2015,July,GBR,123.0,Summer
0,2015,July,DEU,144.9,Summer
0,2015,July,ESP,153.0,Summer
0,2015,July,ESP,131.0,Summer
0,2015,July,PRT,200.0,Summer
0,2015,July,ESP,131.0,Summer
0,2015,July,ROU,246.0,Summer
0,2015,July,PRT,369.0,Summer
0,2015,July,ESP,393.0,Summer
0,2015,July,PRT,732.76,Summer
0,2015,July,PRT,1162.0,Summer
1,2015,July,PRT,890.0,Summer
0,2015,July,PRT,1710.0,Summer
0,2015,July,PRT,1780.0,Summer
0,2015,July,PRT,797.3000000000001,Summer
0,2015,July,PRT,905.03,Summer
0,2015,July,CN,153.0,Summer
0,2015,July,PRT,98.0,Summer
0,2015,July,PRT,1014.0,Summer
1,2015,July,PRT,558.0,Summer
0,2015,July,GBR,926.03,Summer
0,2015,July,BRA,861.0,Summer
0,2015,July,PRT,820.54,Summer
0,2015,July,ESP,1043.0,Summer
1,2015,July,PRT,1151.99,Summer
0,2015,July,GBR,749.0,Summer
0,2015,July,PRT,820.54,Summer
0,2015,July,PRT,834.75,Summer
0,2015,July,GBR,861.0,Summer
1,2015,July,PRT,739.9699999999999,Summer
0,2015,July,GBR,861.0,Summer
0,2015,July,ESP,1011.01,Summer
1,2015,July,PRT,1008.0,Summer
