0,Summer,0.0,July-2015
0,Summer,0.0,July-2015
0,Summer,75.0,July-2015
0,Summer,75.0,July-2015
0,Summer,196.0,July-2015
0,Summer,196.0,July-2015
0,Summer,214.0,July-2015
0,Summer,206.0,July-2015
1,Summer,246.0,July-2015
1,Summer,316.5,July-2015
1,Summer,492.0,July-2015
0,Summer,580.0,July-2015
0,Summer,388.0,July-2015
0,Summer,619.08,July-2015
0,Summer,378.84,July-2015
0,Summer,388.0,July-2015
0,Summer,390.0,July-2015
0,Summer,88.2,July-2015
0,Summer,107.42,July-2015
0,Summer,612.0,July-2015
0,Summer,486.45000000000005,July-2015
0,Summer,508.02,July-2015
0,Summer,508.02,July-2015
0,Summer,598.02,July-2015
0,Summer,664.65,July-2015
0,Summer,445.2,July-2015
0,Summer,556.5,July-2015
1,Summer,749.0,July-2015
0,Summer,658.0,July-2015
0,Summer,611.1,July-2015
0,Summer,868.0,July-2015
0,Summer,957.9,July-2015
1,Summer,1083.0,July-2015
0,Summer,393.0,July-2015
1,Summer,435.2,July-2015
1,Summer,435.2,July-2015
0,Summer,392.0,July-2015
0,Summer,435.2,July-2015
1,Summer,435.2,July-2015
0,Summer,685.0,July-2015
1,Summer,589.05,July-2015
0,Summer,397.5,July-2015
0,Summer,615.0,July-2015
0,Summer,685.0,July-2015
0,Summer,774.9,July-2015
1,Summer,1071.0,July-2015
0,Summer,412.65000000000003,July-2015
0,Summer,580.16,July-2015
0,Summer,576.4499999999999,July-2015
0,Summer,835.4499999999999,July-2015
0,Summer,473.06,July-2015
0,Summer,616.11,July-2015
0,Summer,1549.8,July-2015
0,Summer,88.2,July-2015
0,Summer,147.0,July-2015
0,Summer,107.0,July-2015
0,Summer,147.0,July-2015
0,Summer,117.9,July-2015
0,Summer,123.0,July-2015
0,Summer,196.0,July-2015
0,Summer,235.62,July-2015
0,Summer,270.0,July-2015
0,Summer,399.0,July-2015
0,Summer,176.85000000000002,July-2015
1,Summer,408.99,July-2015
0,Summer,306.0,July-2015
0,Summer,221.0,July-2015
0,Summer,194.0,July-2015
1,Summer,220.6,July-2015
1,Summer,164.0,July-2015
1,Summer,194.0,July-2015
1,Summer,147.6,July-2015
0,Summer,183.0,July-2015
0,Summer,229.0,July-2015
1,Summer,220.6,July-2015
0,Summer,272.70000000000005,July-2015
1,Summer,369.0,July-2015
0,Summer,488.0,July-2015
0,Summer,442.8,July-2015
0,Summer,686.88,July-2015
0,Summer,530.5500000000001,July-2015
1,Summer,556.8,July-2015
0,Summer,556.8,July-2015
1,Summer,1240.0,July-2015
0,Summer,1111.5,July-2015
0,Summer,1886.2199999999998,July-2015
0,Summer,1294.3,July-2015
1,Summer,2283.33,July-2015
0,Summer,73.8,July-2015
0,Summer,98.0,July-2015
0,Summer,131.0,July-2015
0,Summer,123.0,July-2015
0,Summer,94.71,July-2015
0,Summer,123.0,July-2015
1,Summer,246.0,July-2015
1,Summer,147.6,July-2015
1,Summer,819.0,July-2015
0,Summer,1375.78,July-2015
0,Summer,695.1,July-2015
0,Summer,636.65,July-2015
0,Summer,278.01,July-2015
0,Summer,214.64999999999998,July-2015
0,Summer,578.9399999999999,July-2015
0,Summer,514.8,July-2015
0,Summer,674.1,July-2015
1,Summer,1141.0,July-2015
1,Summer,1204.0,July-2015
1,Summer,774.9,July-2015
0,Summer,412.65000000000003,July-2015
0,Summer,516.6,July-2015
0,Summer,679.0,July-2015
0,Summer,973.0,July-2015
0,Summer,470.67999999999995,July-2015
0,Summer,932.0,July-2015
1,Summer,770.4,July-2015
0,Summer,984.0,July-2015
0,Summer,715.5,July-2015
0,Summer,715.5,July-2015
0,Summer,1490.0,July-2015
0,Summer,163.0,July-2015
0,Summer,79.5,July-2015
1,Summer,105.0,July-2015
1,Summer,123.0,July-2015
1,Summer,73.8,July-2015
1,Summer,113.0,July-2015
0,Summer,0.0,July-2015
0,Summer,123.0,July-2015
0,Summer,147.6,July-2015
0,Summer,229.0,July-2015
0,Summer,147.6,July-2015
0,Summer,147.6,July-2015
0,Summer,88.2,July-2015
1,Summer,97.0,July-2015
0,Summer,85.1,July-2015
0,Summer,89.0,July-2015
0,Summer,80.1,July-2015
0,Summer,98.0,July-2015
0,Summer,101.0,July-2015
1,Summer,97.0,July-2015
0,Summer,167.0,July-2015
0,Summer,450.0,July-2015
0,Summer,194.0,July-2015
0,Summer,349.2,July-2015
0,Summer,427.95000000000005,July-2015
